CandidateID,CanFirstName,CanLastName,PartyName,OfficeName
19469,JOHN MICHAEL,ALLEGRETTI,DEMOCRATIC,COOK - 4TH SUBCIRCUIT - MULHERN  VACANCY
19470,ROBERT D.,KUZAS,DEMOCRATIC,COOK - 7TH SUBCIRCUIT - HARDY-CAMPBELL VACANCY
19471,WILLIAM C.,HUDSON,REPUBLICAN,2ND CIRCUIT - SAWYER  VACANCY
19472,CASSANDRA A.,GOLDMAN,DEMOCRATIC,2ND CIRCUIT - SAWYER  VACANCY
19473,MATTHEW J.,FITTON,REPUBLICAN,11TH CIRCUIT - PACEY  VACANCY
19474,DANIEL,RIPPY,REPUBLICAN,12TH CIRCUIT -  1ST SUBCIRCUIT - LIVAS VACANCY
19475,SHERRI,HALE,DEMOCRATIC,12TH CIRCUIT -  1ST SUBCIRCUIT - LIVAS VACANCY
19476,TERENCE M.,PATTON,REPUBLICAN,14TH CIRCUIT - HAMER VACANCY
19477,MICHAEL L.,WASSELL,DEMOCRATIC,14TH CIRCUIT - HAMER VACANCY
19478,THOMAS J.,CARROLL,DEMOCRATIC,COOK CIRCUIT - LOWRANCE  VACANCY
19479,JODI L,SCOTT,REPUBLICAN,HENDERSON/KNOX/MERCER/WARREN - SUP OF SCHOOLS
19480,BONNIE L.,HARRIS,DEMOCRATIC,HENDERSON/KNOX/MERCER/WARREN - SUP OF SCHOOLS
19481,ROBERT,SONDGEROTH,REPUBLICAN,LEE/OGLE/WHITESIDE - SUPERINTENDENT OF SCHOOLS
19482,JEFF,VOSE,REPUBLICAN,MENARD/SANGAMON - SUPERINTENDENT OF SCHOOLS
19483,KELTON,DAVIS,REPUBLICAN,MONROE/RANDOLPH - SUPERINTENDENT OF SCHOOLS
19484,"CHRISTOPHER ""C.D.""",DAVIDSMEYER,REPUBLICAN,100TH REPRESENTATIVE
19485,JOSH,EVANS,DEMOCRATIC,100TH REPRESENTATIVE
19486,BILL,MITCHELL,REPUBLICAN,101ST REPRESENTATIVE
19487,ADAM,BROWN,REPUBLICAN,102ND REPRESENTATIVE
19488,MATT,FORCUM,DEMOCRATIC,102ND REPRESENTATIVE
19489,KRISTIN,WILLIAMSON,REPUBLICAN,103RD REPRESENTATIVE
19490,CAROL,AMMONS,DEMOCRATIC,103RD REPRESENTATIVE
19491,CHAD,HAYS,REPUBLICAN,104TH REPRESENTATIVE
19492,DAN,BRADY,REPUBLICAN,105TH REPRESENTATIVE
19494,WILLIAM,NUTTER,DEMOCRATIC,106TH REPRESENTATIVE
19495,JOHN,CAVALETTO,REPUBLICAN,107TH REPRESENTATIVE
19496,JOSH,BERGER,DEMOCRATIC,107TH REPRESENTATIVE
19497,CHARLIE,MEIER,REPUBLICAN,108TH REPRESENTATIVE
19498,DAVID B.,REIS,REPUBLICAN,109TH REPRESENTATIVE
19499,MARTIN W.,SIEMER,REPUBLICAN,4TH CIRCUIT - TUNGATE VACANCY
19500,ERICKA,SANDERS,DEMOCRATIC,4TH CIRCUIT - TUNGATE VACANCY
19501,DEBORAH J.,NIEDERHAUSER,REPUBLICAN,"ADAMS/BROWN/CASS/MORGAN, ETC. - SUPT. OF SCHOOL"
19502,ROBERT,DOLD,REPUBLICAN,10TH CONGRESS
19503,BRAD,SCHNEIDER,DEMOCRATIC,10TH CONGRESS
19504,MARK,CALONDER,REPUBLICAN,10TH REPRESENTATIVE
19505,PAMELA,REAVES-HARRIS,DEMOCRATIC,10TH REPRESENTATIVE
19506,JULIE,WOLLERMAN,DEMOCRATIC,"BOND/CHRISTIAN/EFFINGHAM, ETC. - SUPT. OF SCHOOLS"
19507,"REGINALD ""REGGIE""",PHILLIPS,REPUBLICAN,110TH REPRESENTATIVE
19508,DANIEL V.,BEISER,DEMOCRATIC,111TH REPRESENTATIVE
19509,DWIGHT D.,KAY,REPUBLICAN,112TH REPRESENTATIVE
19510,CULLEN L.,CULLEN,DEMOCRATIC,112TH REPRESENTATIVE
19511,MELINDA,HULT,REPUBLICAN,113TH REPRESENTATIVE
19512,JAY,HOFFMAN,DEMOCRATIC,113TH REPRESENTATIVE
19513,EDDIE LEE,JACKSON,DEMOCRATIC,114TH REPRESENTATIVE
19514,TERRI,BRYANT,REPUBLICAN,115TH REPRESENTATIVE
19515,"WILLIAM ""BILL""",KILQUIST,DEMOCRATIC,115TH REPRESENTATIVE
19516,JERRY,COSTELLO II,DEMOCRATIC,116TH REPRESENTATIVE
19517,JOHN,BRADLEY,DEMOCRATIC,117TH REPRESENTATIVE
19518,BRANDON W.,PHELPS,DEMOCRATIC,118TH REPRESENTATIVE
19519,DARLENE,SENGER,REPUBLICAN,11TH CONGRESS
19520,BILL,FOSTER,DEMOCRATIC,11TH CONGRESS
19521,ANN M.,WILLIAMS,DEMOCRATIC,11TH REPRESENTATIVE
19522,LORI A.,FANELLO,REPUBLICAN,BOONE/WINNEBAGO - SUPERINTENDENT OF SCHOOLS
19523,JANE E.,QUINLAN,REPUBLICAN,CHAMPAIGN/FORD - SUPERENTENDENT OF SCHOOLS
19524,MONTE A.,NEWLIN,DEMOCRATIC,"CLAY/CRAWFORD/JASPER, ETC - SUP OF SCHOOLS"
19525,RON,DANIELS,REPUBLICAN,"CLINTON/JEFFERSON/MARION, ETC. - SUP OF SCHOOLS"
19526,KERI,GARRETT,DEMOCRATIC,"CLINTON/JEFFERSON/MARION, ETC. - SUP OF SCHOOLS"
19527,CHRISTOPHER D.,MEHOCHKO,REPUBLICAN,GRUNDY/KENDALL - SUPERINTENDENT OF SCHOOLS
19528,MIKE,BOST,REPUBLICAN,12TH CONGRESS
19529,"WILLIAM L. ""BILL""",ENYART,DEMOCRATIC,12TH CONGRESS
19530,PAULA,BRADSHAW,GREEN,12TH CONGRESS
19531,SARA,FEIGENHOLTZ,DEMOCRATIC,12TH REPRESENTATIVE
19532,JAMES PAUL,PIECZONKA,REPUBLICAN,COOK - 12TH SUBCIRCUIT - JORDAN VACANCY
19533,JAMES L.,KAPLAN,DEMOCRATIC,COOK - 12TH SUBCIRCUIT - JORDAN VACANCY
19534,RODNEY,DAVIS,REPUBLICAN,13TH CONGRESS
19535,ANN E.,CALLIS,DEMOCRATIC,13TH CONGRESS
19536,GREGORY,HARRIS,DEMOCRATIC,13TH REPRESENTATIVE
19537,JOHN,CURRY,REPUBLICAN,COOK - 13TH SUBCIRCUIT - IOSCO VACANCY
19538,PATRICK KEVIN,COUGHLIN,DEMOCRATIC,"COOK - 15TH SUBCIRCUIT - DOODY, JR.  VACANCY"
19539,CHRIS,LAWLER,DEMOCRATIC,COOK - 15TH SUBCIRCUIT - STERBA VACANCY
19540,"RANDALL M. ""RANDY""",HULTGREN,REPUBLICAN,14TH CONGRESS
19541,DENNIS,ANDERSON,DEMOCRATIC,14TH CONGRESS
19542,DENIS,DETZEL,REPUBLICAN,14TH REPRESENTATIVE
19543,KELLY M.,CASSIDY,DEMOCRATIC,14TH REPRESENTATIVE
19544,JOHN M.,SHIMKUS,REPUBLICAN,15TH CONGRESS
19545,ERIC,THORSLAND,DEMOCRATIC,15TH CONGRESS
19546,JOHN C.,D'AMICO,DEMOCRATIC,15TH REPRESENTATIVE
19547,JAMES A.,MACK,REPUBLICAN,10TH CIRCUIT - SHORE  VACANCY
19548,BRADLEY,POPURELLA,DEMOCRATIC,10TH CIRCUIT - SHORE  VACANCY
19549,DONALD (D. J.),TEGELER,REPUBLICAN,16TH CIRCUIT -  3RD SUBCIRCUIT - SIMPSON VACANCY
19550,TERRENCE J.,McGUIRE,DEMOCRATIC,COOK - 3RD SUBCIRCUIT - DONNELLY VACANCY
19551,DONNA,BOROS,DEMOCRATIC,"ALEXANDER/JACKSON/PERRY, ETC. - SUPT. OF SCHOOLS"
19552,ANGIE,ZARVELL,REPUBLICAN,BUREAU/HENRY/STARK - SUPERINTENDENT OF SCHOOLS
19553,BOBBI,MATTINGLY,REPUBLICAN,"CLARK/COLES/CUMBERLAND, ETC. - SUP OF SCHOOLS"
19554,LAWRENCE D.,FILLINGIM,DEMOCRATIC,"EDWARDS/GALLATIN/HAMILTON, ETC. - SUP OF SCHOOLS"
19555,ADAM,KINZINGER,REPUBLICAN,16TH CONGRESS
19556,RANDALL WAYNE,OLSEN,DEMOCRATIC,16TH CONGRESS
19557,LOU,LANG,DEMOCRATIC,16TH REPRESENTATIVE
19558,GREGG,MURPHY,REPUBLICAN,IROQUOIS/KANKAKEE - SUPERINTENDENT OF SCHOOLS
19559,CHRISTOPHER B.,DVORAK,DEMOCRATIC,LaSALLE/MARSHALL/PUTNAM - SUP OF SCHOOLS
19560,BOBBY,SCHILLING,REPUBLICAN,17TH CONGRESS
19561,CHERI,BUSTOS,DEMOCRATIC,17TH CONGRESS
19562,KATHLEEN,MYALLS,REPUBLICAN,17TH REPRESENTATIVE
19563,LAURA,FINE,DEMOCRATIC,17TH REPRESENTATIVE
19564,AARON,SCHOCK,REPUBLICAN,18TH CONGRESS
19565,DARREL,MILLER,DEMOCRATIC,18TH CONGRESS
19566,ROBYN,GABEL,DEMOCRATIC,18TH REPRESENTATIVE
19567,STEFANIE,LINARES,REPUBLICAN,6TH SENATE
19568,JOHN J.,CULLERTON,DEMOCRATIC,6TH SENATE
19569,ROBERT,MARTWICK,DEMOCRATIC,19TH REPRESENTATIVE
19570,DANIEL,BISS,DEMOCRATIC,9TH SENATE
19571,STEVEN,LANDEK,DEMOCRATIC,12TH SENATE
19572,NAPOLEON,HARRIS,DEMOCRATIC,15TH SENATE
19573,LISA HOLDER,WHITE,REPUBLICAN,4TH APPELLATE - McCULLOUGH VACANCY
19574,STEPHEN PATRICK,McGLYNN,REPUBLICAN,20TH CIRCUIT - COOK VACANCY
19575,HEINZ M.,RUDOLF,DEMOCRATIC,20TH CIRCUIT - COOK VACANCY
19576,MICHAEL W.,FEETTERER,REPUBLICAN,22ND CIRCUIT -  2ND SUBCIRCUIT - CONDON VACANCY
19577,JIMMY LEE,TILLMAN,REPUBLICAN,1ST CONGRESS
19578,BOBBY L.,RUSH,DEMOCRATIC,1ST CONGRESS
19579,DANIEL J.,BURKE,DEMOCRATIC,1ST REPRESENTATIVE
19580,MATTIE,HUNTER,DEMOCRATIC,3RD SENATE
19581,BRIDGET ANNE,MITCHELL,DEMOCRATIC,COOK CIRCUIT - ARNOLD VACANCY
19582,MARITZA,MARTINEZ,DEMOCRATIC,COOK CIRCUIT - BURKE VACANCY
19583,CAROLINE KATE,MORELAND,DEMOCRATIC,"COOK CIRCUIT - HOWSE, JR.  VACANCY"
19584,MICHAEL P.,McAULIFFE,REPUBLICAN,20TH REPRESENTATIVE
19585,MO,KHAN,DEMOCRATIC,20TH REPRESENTATIVE
19586,SILVANA,TABARES,DEMOCRATIC,21ST REPRESENTATIVE
19587,ANDREA MICHELE,BUFORD,DEMOCRATIC,COOK CIRCUIT - VEAL VACANCY
19588,MICHAEL J.,MADIGAN,DEMOCRATIC,22ND REPRESENTATIVE
19589,BILL,CUNNINGHAM,DEMOCRATIC,18TH SENATE
19590,MICHAEL J.,ZALEWSKI,DEMOCRATIC,23RD REPRESENTATIVE
19591,"ELIZABETH ""LISA""",HERNANDEZ,DEMOCRATIC,24TH REPRESENTATIVE
19592,BARBARA FLYNN,CURRIE,DEMOCRATIC,25TH REPRESENTATIVE
19593,MICHAEL G.,CONNELLY,REPUBLICAN,21ST SENATE
19594,"JACOB ""COBY""",HAKALIR,REPUBLICAN,26TH REPRESENTATIVE
19595,CHRISTIAN L.,MITCHELL,DEMOCRATIC,26TH REPRESENTATIVE
19596,MONIQUE D.,DAVIS,DEMOCRATIC,27TH REPRESENTATIVE
19597,"ROBERT ""BOB""",RITA,DEMOCRATIC,28TH REPRESENTATIVE
19598,KAREN,McCONNAUGHAY,REPUBLICAN,33RD SENATE
19599,THADDEUS,JONES,DEMOCRATIC,29TH REPRESENTATIVE
19600,JOHN J.,MAHONEY,DEMOCRATIC,"COOK - 4TH SUBCIRCUIT - BILLIK, JR.  VACANCY"
19601,JUDY,RICE,DEMOCRATIC,COOK - 7TH SUBCIRCUIT - TAYLOR VACANCY
19602,ERIC M.,WALLACE,REPUBLICAN,2ND CONGRESS
19603,ROBIN,KELLY,DEMOCRATIC,2ND CONGRESS
19604,EDWARD J.,ACEVEDO,DEMOCRATIC,2ND REPRESENTATIVE
19605,"WILLIAM ""WILL""",DAVIS,DEMOCRATIC,30TH REPRESENTATIVE
19606,MARY E.,FLOWERS,DEMOCRATIC,31ST REPRESENTATIVE
19607,NEIL,ANDERSON,REPUBLICAN,36TH SENATE
19608,MIKE,JACOBS,DEMOCRATIC,36TH SENATE
19609,ANDR╔,THAPEDI,DEMOCRATIC,32ND REPRESENTATIVE
19610,MARCUS C.,"EVANS, JR.",DEMOCRATIC,33RD REPRESENTATIVE
19611,MARK,EKHOFF,REPUBLICAN,34TH REPRESENTATIVE
19612,ELGIE R.,"SIMS, JR.",DEMOCRATIC,34TH REPRESENTATIVE
19613,LINDA,LITTLE,REPUBLICAN,48TH SENATE
19614,ANDY,MANAR,DEMOCRATIC,48TH SENATE
19615,VICTOR C.,HORNE,REPUBLICAN,35TH REPRESENTATIVE
19616,FRANCES ANN,HURLEY,DEMOCRATIC,35TH REPRESENTATIVE
19617,"ANTHONY C. ""TONY""",KYRIAKOPOULOS,DEMOCRATIC,COOK - 10TH SUBCIRCUIT - A VACANCY
19618,KELLY M.,BURKE,DEMOCRATIC,36TH REPRESENTATIVE
19619,MARGO,McDERMED,REPUBLICAN,37TH REPRESENTATIVE
19620,NICHOLE,SERBIN,DEMOCRATIC,37TH REPRESENTATIVE
19621,KYLE,McCARTER,REPUBLICAN,54TH SENATE
19622,AL,RILEY,DEMOCRATIC,38TH REPRESENTATIVE
19623,WILL,GUZZARDI,DEMOCRATIC,39TH REPRESENTATIVE
19624,SHELLY A.,HARRIS,DEMOCRATIC,1ST APPELLATE - GORDON VACANCY
19625,SHARON M.,BRANNIGAN,REPUBLICAN,3RD CONGRESS
19626,DANIEL WILLIAM,LIPINSKI,DEMOCRATIC,3RD CONGRESS
19627,LUIS,ARROYO,DEMOCRATIC,3RD REPRESENTATIVE
19628,JAIME M.,"ANDRADE, JR.",DEMOCRATIC,40TH REPRESENTATIVE
19629,JAMES F.,"CLAYBORNE, JR., II",DEMOCRATIC,57TH SENATE
19630,GRANT,WEHRLI,REPUBLICAN,41ST REPRESENTATIVE
19631,ED,AGUSTIN,DEMOCRATIC,41ST REPRESENTATIVE
19632,JEANNE M.,IVES,REPUBLICAN,42ND REPRESENTATIVE
19634,MICHAEL J.,BURKE,REPUBLICAN,2ND APPELLATE - BOWMAN VACANCY
19635,RAMIRO,JUAREZ,REPUBLICAN,44TH REPRESENTATIVE
19636,FRED,CRESPO,DEMOCRATIC,44TH REPRESENTATIVE
19637,CHRISTINE JENNIFER,WINGER,REPUBLICAN,45TH REPRESENTATIVE
19638,JENNY M.,BURKE,DEMOCRATIC,45TH REPRESENTATIVE
19639,HEIDI,HOLAN,REPUBLICAN,46TH REPRESENTATIVE
19640,DEB,CONROY,DEMOCRATIC,46TH REPRESENTATIVE
19641,MATT,DONKIN,DEMOCRATIC,"FRANKLIN/JOHNSON/MASSAC, ETC. - SUP OF SCHOOLS"
19642,"PATRICIA R. ""PATTI""",BELLOCK,REPUBLICAN,47TH REPRESENTATIVE
19643,PETER,BREEN,REPUBLICAN,48TH REPRESENTATIVE
19644,MIKE,FORTNER,REPUBLICAN,49TH REPRESENTATIVE
19645,HECTOR,CONCEPCION,REPUBLICAN,4TH CONGRESS
19646,LUIS V.,GUTIERREZ,DEMOCRATIC,4TH CONGRESS
19647,CYNTHIA,SOTO,DEMOCRATIC,4TH REPRESENTATIVE
19648,KEITH R.,WHEELER,REPUBLICAN,50TH REPRESENTATIVE
19649,VALERIE L.,BURD,DEMOCRATIC,50TH REPRESENTATIVE
19650,ED,"SULLIVAN, JR.",REPUBLICAN,51ST REPRESENTATIVE
19651,DAVID,McSWEENEY,REPUBLICAN,52ND REPRESENTATIVE
19652,BILL,DOWNS,DEMOCRATIC,52ND REPRESENTATIVE
19653,DAVID,HARRIS,REPUBLICAN,53RD REPRESENTATIVE
19654,TOM,MORRISON,REPUBLICAN,54TH REPRESENTATIVE
19655,LADDI K.,SINGH,DEMOCRATIC,54TH REPRESENTATIVE
19656,MEL,THILLENS,REPUBLICAN,55TH REPRESENTATIVE
19657,MARTIN J.,MOYLAN,DEMOCRATIC,55TH REPRESENTATIVE
19658,JIM,MOYNIHAN,REPUBLICAN,56TH REPRESENTATIVE
19659,MICHELLE,MUSSMAN,DEMOCRATIC,56TH REPRESENTATIVE
19660,BILL,GROSSI,REPUBLICAN,57TH REPRESENTATIVE
19661,ELAINE,NEKRITZ,DEMOCRATIC,57TH REPRESENTATIVE
19662,MARK,NEERHOF,REPUBLICAN,58TH REPRESENTATIVE
19663,SCOTT,DRURY,DEMOCRATIC,58TH REPRESENTATIVE
19664,TIM,BIVINS,REPUBLICAN,45TH SENATE
19665,LESLIE,MUNGER,REPUBLICAN,59TH REPRESENTATIVE
19666,CAROL,SENTE,DEMOCRATIC,59TH REPRESENTATIVE
19667,JOHN B.,"BARBERIS, JR.",REPUBLICAN,3RD CIRCUIT - CALLIS VACANCY
19668,CLARENCE,HARRISON,DEMOCRATIC,3RD CIRCUIT - CALLIS VACANCY
19669,MIKE,QUIGLEY,DEMOCRATIC,5TH CONGRESS
19670,NANCY,WADE,GREEN,5TH CONGRESS
19671,COLLIN,JOHNSON,REPUBLICAN,5TH REPRESENTATIVE
19672,"KENNETH ""KEN""",DUNKIN,DEMOCRATIC,5TH REPRESENTATIVE
19673,RITA,MAYFIELD,DEMOCRATIC,60TH REPRESENTATIVE
19674,SHERI,JESIEL,REPUBLICAN,61ST REPRESENTATIVE
19675,LOREN,KARNER,DEMOCRATIC,61ST REPRESENTATIVE
19676,ROD,DROBINSKI,REPUBLICAN,62ND REPRESENTATIVE
19677,SAM,YINGLING,DEMOCRATIC,62ND REPRESENTATIVE
19678,STEVEN,REICK,REPUBLICAN,63RD REPRESENTATIVE
19679,JACK D.,FRANKS,DEMOCRATIC,63RD REPRESENTATIVE
19680,BARBARA,WHEELER,REPUBLICAN,64TH REPRESENTATIVE
19681,STEVEN A.,ANDERSSON,REPUBLICAN,65TH REPRESENTATIVE
19682,MICHAEL W.,TRYON,REPUBLICAN,66TH REPRESENTATIVE
19684,JOHN M.,CABELLO,REPUBLICAN,68TH REPRESENTATIVE
19685,JOE,SOSNOWSKI,REPUBLICAN,69TH REPRESENTATIVE
19686,STEVEN G.,WATKINS,DEMOCRATIC,COOK - 2ND SUBCIRCUIT - O'NEAL VACANCY
19687,ANJANA,HANSEN,DEMOCRATIC,COOK - 9TH SUBCIRCUIT - MEYER VACANCY
19688,PETER J.,ROSKAM,REPUBLICAN,6TH CONGRESS
19689,MICHAEL,MASON,DEMOCRATIC,6TH CONGRESS
19690,ESTHER,GOLAR,DEMOCRATIC,6TH REPRESENTATIVE
19691,ROBERT W.,PRITCHARD,REPUBLICAN,70TH REPRESENTATIVE
19692,JIM,WOZNIAK,REPUBLICAN,71ST REPRESENTATIVE
19693,MIKE,SMIDDY,DEMOCRATIC,71ST REPRESENTATIVE
19694,PATRICK,VERSCHOORE,DEMOCRATIC,72ND REPRESENTATIVE
19695,DAVID R.,LEITCH,REPUBLICAN,73RD REPRESENTATIVE
19696,DONALD L.,MOFFITT,REPUBLICAN,74TH REPRESENTATIVE
19697,JOHN D.,ANTHONY,REPUBLICAN,75TH REPRESENTATIVE
19698,MARTHA J.,SHUGART,DEMOCRATIC,75TH REPRESENTATIVE
19699,JERRY LEE,LONG,REPUBLICAN,76TH REPRESENTATIVE
19700,FRANK J.,MAUTINO,DEMOCRATIC,76TH REPRESENTATIVE
19701,KATHLEEN,WILLIS,DEMOCRATIC,77TH REPRESENTATIVE
19702,CAMILLE,LILLY,DEMOCRATIC,78TH REPRESENTATIVE
19703,GLENN,NIXON,REPUBLICAN,79TH REPRESENTATIVE
19704,"KATHERINE ""KATE""",CLOONEN,DEMOCRATIC,79TH REPRESENTATIVE
19705,ABBEY FISHMAN,ROMANEK,DEMOCRATIC,COOK - 9TH SUBCIRCUIT - PRESTON VACANCY
19706,ROBERT L.,BUMPERS,REPUBLICAN,7TH CONGRESS
19707,DANNY K.,DAVIS,DEMOCRATIC,7TH CONGRESS
19708,"EMANUEL ""CHRIS""",WELCH,DEMOCRATIC,7TH REPRESENTATIVE
19709,PAMELA McLEAN,MEYERSON,DEMOCRATIC,COOK - 11TH SUBCIRCUIT - A VACANCY
19710,ANTHONY,DeLUCA,DEMOCRATIC,80TH REPRESENTATIVE
19711,RON,SANDACK,REPUBLICAN,81ST REPRESENTATIVE
19712,JIM,DURKIN,REPUBLICAN,82ND REPRESENTATIVE
19713,LINDA,CHAPA LaVIA,DEMOCRATIC,83RD REPRESENTATIVE
19714,KRISHNA,BANSAL,REPUBLICAN,84TH REPRESENTATIVE
19715,STEPHANIE A.,KIFOWIT,DEMOCRATIC,84TH REPRESENTATIVE
19716,EMILY,McASEY,DEMOCRATIC,85TH REPRESENTATIVE
19717,"LAWRENCE ""LARRY""","WALSH, JR.",DEMOCRATIC,86TH REPRESENTATIVE
19718,RICH,BRAUER,REPUBLICAN,87TH REPRESENTATIVE
19719,KEITH P.,SOMMER,REPUBLICAN,88TH REPRESENTATIVE
19720,BRIAN W.,STEWART,REPUBLICAN,89TH REPRESENTATIVE
19721,DAVID,ELLIS,DEMOCRATIC,1ST APPELLATE - MURPHY VACANCY
19722,JOHN B.,SIMON,DEMOCRATIC,1ST APPELLATE - STEELE VACANCY
19723,LARRY,KAIFESH,REPUBLICAN,8TH CONGRESS
19724,TAMMY,DUCKWORTH,DEMOCRATIC,8TH CONGRESS
19725,LA SHAWN K.,FORD,DEMOCRATIC,8TH REPRESENTATIVE
19726,TOM,DEMMER,REPUBLICAN,90TH REPRESENTATIVE
19727,MICHAEL D.,UNES,REPUBLICAN,91ST REPRESENTATIVE
19728,CHAD,SCHMIDGALL,DEMOCRATIC,91ST REPRESENTATIVE
19729,JEHAN,GORDON-BOOTH,DEMOCRATIC,92ND REPRESENTATIVE
19730,NORINE K.,HAMMOND,REPUBLICAN,93RD REPRESENTATIVE
19731,RANDY E.,FRESE,REPUBLICAN,94TH REPRESENTATIVE
19732,WAYNE ARTHUR,ROSENTHAL,REPUBLICAN,95TH REPRESENTATIVE
19733,MICHAEL B.,BELL,REPUBLICAN,96TH REPRESENTATIVE
19734,SUE,SCHERER,DEMOCRATIC,96TH REPRESENTATIVE
19735,MARK,BATINICK,REPUBLICAN,97TH REPRESENTATIVE
19737,YVONNE,BOLTON,REPUBLICAN,98TH REPRESENTATIVE
19738,NATALIE A.,MANLEY,DEMOCRATIC,98TH REPRESENTATIVE
19739,RAYMOND,POE,REPUBLICAN,99TH REPRESENTATIVE
19740,HUGH,FINSON,REPUBLICAN,6TH CIRCUIT - SHONKWILER VACANCY
19741,CHARLES H.W.,BURCH,DEMOCRATIC,8TH CIRCUIT - GREENLIEF VACANCY
19742,SUSANNE,ATANUS,REPUBLICAN,9TH CONGRESS
19743,JANICE D.,SCHAKOWSKY,DEMOCRATIC,9TH CONGRESS
19745,ARTHUR,TURNER,DEMOCRATIC,9TH REPRESENTATIVE
19746,LARRY,PFEIFFER,DEMOCRATIC,CALHOUN/GREENE/JERSEY/MACOUPIN - SUP OF SCHOOLS
19747,AARON,MERCIER,REPUBLICAN,CARROLL/JoDAVIESS/STEPHENSON - SUP OF SCHOOLS
19748,PAUL M.,SCHIMPF,REPUBLICAN,ATTORNEY GENERAL
19749,LISA,MADIGAN,DEMOCRATIC,ATTORNEY GENERAL
19750,MARK E.,JONTRY,REPUBLICAN,"DeWITT/LIVINGSTON/LOGAN, ETC. - SUP OF SCHOOLS"
19751,JUDY BAAR,TOPINKA,REPUBLICAN,COMPTROLLER
19752,SHEILA,SIMON,DEMOCRATIC,COMPTROLLER
19753,TOM,KEITH,REPUBLICAN,10TH CIRCUIT - BORDEN  VACANCY
19754,JAMES B.,EAGLE,REPUBLICAN,14TH CIRCUIT - STENGEL VACANCY
19755,LINNEA E.,THOMPSON,DEMOCRATIC,14TH CIRCUIT - STENGEL VACANCY
19756,JAMES C.,HALLOCK,REPUBLICAN,16TH CIRCUIT -  3RD SUBCIRCUIT - A VACANCY
19757,STANLEY,BRANDMEYER,REPUBLICAN,4TH CIRCUIT - MIDDENDORFF VACANCY
19758,JOHN,MEIXNER,REPUBLICAN,"FULTON/HANCOCK/McDONOUGH, ETC. - SUP OF SCHOOLS"
19760,MATTHEW T.,SNYDER,REPUBLICAN,MACON/PIATT - SUPERINTENDENT OF SCHOOLS
19761,GAIL S.,OWEN,REPUBLICAN,MASON/TAZEWELL/WOODFORD - SUP OF SCHOOLS
19762,BRUCE,RAUNER,REPUBLICAN,GOVERNOR AND LIEUTENANT GOVERNOR
19763,PAT,QUINN,DEMOCRATIC,GOVERNOR AND LIEUTENANT GOVERNOR
